날짜,고객예탁금,,신용잔고,,펀드,,,,,
,,,,,주식형,,혼합형,,채권형,
23.08.23,"514,887","2,625","199,593",704,"983,827","1,117","248,249",32,"1,288,174","1,917"
23.08.22,"517,512","10,587","200,297",748,"984,944","2,778","248,281",103,"1,286,257",425
23.08.21,"528,099","2,159","201,046","1,744","982,166","2,048","248,384",450,"1,285,832",2
23.08.18,"525,940","13,664","202,790","1,090","980,118","2,597","247,934",127,"1,285,830","3,495"
23.08.17,"539,604","17,205","203,880",591,"982,715",412,"248,061",324,"1,282,335","4,460"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.08.16,"556,809","21,528","203,289",321,"982,303","7,410","248,385",288,"1,277,875","3,297"
23.08.14,"535,281","3,147","202,967","1,293","989,713","4,040","248,673",350,"1,281,172","2,461"
23.08.11,"532,134","3,268","201,675",376,"993,753","2,235","249,023",49,"1,278,711",350
23.08.10,"528,866","1,698","202,050",12,"995,988","2,768","249,072",42,"1,279,061",568
23.08.09,"527,168","6,322","202,038",488,"998,756","1,789","249,030",588,"1,278,493",86
,,,,,,,,,,
23.08.08,"533,490","10,020","202,526",961,"996,967",260,"248,442",18,"1,278,579","4,337"
23.08.07,"543,510","1,666","201,565",202,"997,227","5,440","248,424",125,"1,274,242","1,020"
23.08.04,"541,844","6,784","201,363","1,217","1,002,667","1,082","248,549",374,"1,273,222","1,643"
23.08.03,"548,628","4,149","200,146","1,931","1,001,585","2,167","248,923",4,"1,271,579","1,386"
23.08.02,"552,776","18,829","198,215","2,042","1,003,752","8,394","248,927",4,"1,270,193","1,247"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.08.01,"571,605","9,363","196,173",420,"1,012,146","5,035","248,923","1,664","1,268,946",225
23.07.31,"562,242","4,948","195,752","2,075","1,007,111","7,109","247,259",22,"1,268,721",758
23.07.28,"557,295","24,696","197,828","2,010","1,000,002","4,480","247,237",69,"1,267,963","2,547"
23.07.27,"581,991","4,113","199,838",503,"995,522",810,"247,306",67,"1,265,416","2,701"
23.07.26,"577,878","23,759","199,336",529,"994,712","7,321","247,239",355,"1,262,715","2,837"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.07.25,"554,119","12,583","198,807","1,192","1,002,033","1,790","247,594",97,"1,259,878","3,896"
23.07.24,"541,536","1,512","197,614",812,"1,000,243","3,249","247,497",471,"1,255,982",588
23.07.21,"540,024","7,146","196,803","1,181","996,994",667,"247,968",20,"1,256,570",739
23.07.20,"532,878","23,327","195,622","1,015","997,661","5,584","247,988",281,"1,255,831",968
23.07.19,"509,551","4,582","194,607","1,657","1,003,245","2,284","248,269",75,"1,254,863","1,974"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.07.18,"514,133","5,213","192,950",835,"1,000,961","1,498","248,344",65,"1,252,889","3,098"
23.07.17,"508,920","2,204","192,115",75,"999,463","2,446","248,409",178,"1,249,791","2,403"
23.07.14,"511,124","23,724","192,039",848,"1,001,909","8,520","248,587",18,"1,247,388",865
23.07.13,"534,848","30,147","191,192",759,"993,389","3,191","248,569",508,"1,248,253",780
23.07.12,"504,701","1,638","191,951",403,"990,198","2,997","249,077",769,"1,249,033",555
,,,,,,,,,,
23.07.11,"503,063","13,593","192,354",63,"987,201","4,724","249,846",98,"1,248,478","2,111"
23.07.10,"516,655","11,881","192,417",273,"982,477","3,942","249,748","1,808","1,246,367","2,611"
23.07.07,"504,775","7,688","192,689",855,"986,419","9,943","251,556",256,"1,248,978","3,146"
23.07.06,"512,463","2,609","191,835",732,"996,362","4,804","251,812",65,"1,252,124",719
23.07.05,"515,072","1,903","191,102",228,"1,001,166",667,"251,877",14,"1,252,843",542
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.07.04,"513,169","37,057","191,330",480,"1,001,833","2,174","251,863","2,284","1,252,301","1,759"
23.07.03,"550,226","33,240","191,810",612,"1,004,007","8,362","254,147",155,"1,250,542",345
23.06.30,"516,986","9,428","192,421",481,"995,645","6,965","254,302","2,254","1,250,197","7,689"
23.06.29,"507,558","1,593","192,903",265,"988,680","2,479","256,556",76,"1,242,508","3,445"
23.06.28,"509,151","6,041","192,638",362,"986,201","2,516","256,632",65,"1,239,063","3,027"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.06.27,"515,192","3,956","193,000",110,"983,685",806,"256,697",336,"1,236,036",344
23.06.26,"511,236","4,707","192,890",207,"984,491","1,720","257,033",268,"1,236,380","1,186"
23.06.23,"506,529","1,292","193,097",566,"982,771",918,"256,765",22,"1,235,194","6,260"
23.06.22,"505,236","4,835","192,531","1,051","983,689",94,"256,743",296,"1,241,454","1,735"
23.06.21,"510,071","8,180","191,480","1,318","983,595","1,938","257,039",408,"1,239,719",31
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.06.20,"518,251","1,542","190,162",669,"985,533",390,"257,447",239,"1,239,688","3,961"
23.06.19,"519,793",739,"189,493",212,"985,143","1,991","257,686",65,"1,235,727",657
23.06.16,"519,053","23,158","189,705",43,"983,152","6,755","257,751",52,"1,235,070","3,127"
23.06.15,"542,211","14,016","189,662",634,"976,397","8,160","257,803",50,"1,231,943",636
23.06.14,"528,195","3,139","189,029","1,336","968,237","1,350","257,853",88,"1,231,307","1,315"
,,,,,,,,,,
23.06.13,"525,056","8,636","187,692",202,"969,587","1,665","257,941",141,"1,229,992","2,101"
23.06.12,"516,420","1,162","187,491","1,104","967,922","3,899","258,082",85,"1,232,093",363
23.06.09,"517,582","8,344","186,387",495,"971,821","3,683","258,167",65,"1,231,730",19
23.06.08,"509,238","1,390","185,892",604,"968,138","2,878","258,232",217,"1,231,749",608
23.06.07,"507,847","7,575","185,288",40,"971,016","5,177","258,449",19,"1,232,357","1,225"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.06.05,"500,273","3,530","185,328",669,"976,193",995,"258,468",98,"1,231,132","1,010"
23.06.02,"503,802","23,546","184,660",246,"977,188","3,900","258,566",233,"1,230,122","2,514"
23.06.01,"527,348","7,795","184,414",222,"973,288","3,456","258,799",112,"1,227,608","1,406"
23.05.31,"519,553","2,965","184,636",351,"976,744","2,325","258,687",93,"1,226,202","1,037"
23.05.30,"516,588","6,285","184,987",618,"979,069","4,861","258,594",434,"1,227,239","1,018"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.05.26,"510,303",37,"184,368",910,"974,208",944,"258,160",148,"1,228,257","1,241"
23.05.25,"510,266","3,981","183,459",462,"973,264","1,202","258,308",43,"1,229,498","2,438"
23.05.24,"514,246","8,363","182,996",170,"974,466","3,119","258,265",796,"1,227,060","3,337"
23.05.23,"505,884","8,131","182,826",397,"977,585","2,427","259,061",32,"1,223,723",26
23.05.22,"497,753",190,"183,223",481,"975,158","2,182","259,093",55,"1,223,697",827
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.05.19,"497,563",204,"182,742",98,"972,976","4,263","259,148",203,"1,222,870","2,074"
23.05.18,"497,359","7,981","182,841",502,"968,713","5,578","258,945",51,"1,220,796",201
23.05.17,"489,378","10,045","182,339","1,398","963,135","2,385","258,996",278,"1,220,997","8,248"
23.05.16,"499,423","22,075","183,737",348,"960,750","4,257","259,274",37,"1,212,749","2,561"
23.05.15,"521,498","20,855","184,085",736,"956,493","1,826","259,237",95,"1,210,188","1,313"
,,,,,,,,,,
23.05.12,"500,643",884,"184,821",124,"958,319","2,501","259,142",75,"1,208,875","1,263"
23.05.11,"501,527",549,"184,944",655,"960,820",432,"259,217",278,"1,207,612",355
23.05.10,"502,077","6,447","185,600","1,251","960,388","1,604","259,495",99,"1,207,967","1,180"
23.05.09,"495,630","6,030","186,850",61,"961,992",198,"259,594",87,"1,209,147",19
23.05.08,"501,660","18,318","186,911",607,"962,190","5,639","259,507",41,"1,209,128","1,516"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.05.04,"519,978","8,477","186,304","1,231","956,551","2,358","259,548",148,"1,207,612","3,896"
23.05.03,"511,502","30,920","187,535","2,214","958,909","7,117","259,400",66,"1,203,716","5,214"
23.05.02,"542,422","11,002","189,749","3,177","966,026","2,949","259,466",60,"1,198,502","8,822"
23.04.28,"531,420","3,508","192,926","3,088","963,077","2,753","259,406",303,"1,207,324",924
23.04.27,"534,928",49,"196,014","2,936","960,324","3,194","259,103",42,"1,206,400",484
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.04.26,"534,879","2,838","198,950","1,501","957,130","3,429","259,145",582,"1,206,884","11,335"
23.04.25,"537,717","4,242","200,450","1,762","960,559","10,384","259,727",90,"1,218,219",595
23.04.24,"533,475","1,467","202,212",193,"970,943","3,057","259,817",276,"1,217,624",122
23.04.21,"532,008","5,529","202,019","1,143","974,000","4,071","259,541",106,"1,217,502","1,683"
23.04.20,"526,479","5,546","200,876","1,484","978,071","6,981","259,647",553,"1,215,819","1,087"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.04.19,"520,933","15,371","199,392","2,488","985,052",814,"260,200",137,"1,216,906","4,337"
23.04.18,"536,304","7,389","196,904",907,"985,866","2,513","260,337",36,"1,212,569","1,408"
23.04.17,"528,915","4,928","195,997",521,"983,353","1,657","260,301",186,"1,211,161",6
23.04.14,"523,987","12,253","195,476","1,468","981,696","2,730","260,487",345,"1,211,167","2,563"
23.04.13,"536,240","12,231","194,008",34,"978,966","1,385","260,142",172,"1,208,604","3,186"
,,,,,,,,,,
23.04.12,"524,009","7,570","194,042","1,451","980,351","1,038","260,314",666,"1,205,418","5,170"
23.04.11,"531,579","34,760","192,591",409,"979,313","4,550","260,980",88,"1,200,248","1,613"
23.04.10,"496,819","13,406","192,182","1,716","974,763","3,573","261,068",135,"1,198,635",577
23.04.07,"510,225","6,894","190,466","1,695","971,190","10,017","261,203",143,"1,198,058",614
23.04.06,"503,331","12,150","188,771",661,"961,173","5,346","261,060",104,"1,197,444",100
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.04.05,"491,181","14,126","188,111","2,034","966,519","3,154","261,164",53,"1,197,344","2,368"
23.04.04,"505,307","25,197","186,077",155,"963,365","1,821","261,217",115,"1,194,976","4,226"
23.04.03,"530,505","24,486","185,922",656,"965,186",390,"261,332",422,"1,190,750","4,117"
23.03.31,"506,018","19,147","185,267","1,118","964,796","3,713","261,754",966,"1,186,633","12,901"
23.03.30,"486,871","3,723","184,149",301,"961,083","4,729","262,720",61,"1,199,534","5,409"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.03.29,"483,148","9,154","183,848","1,373","956,354",771,"262,781",197,"1,204,943",569
23.03.28,"492,302","13,144","182,475","1,342","955,583",630,"262,978",254,"1,205,512","15,173"
23.03.27,"505,446","19,046","181,133",506,"954,953","1,602","263,232",506,"1,220,685","1,918"
23.03.24,"486,400","12,093","180,627",457,"956,555","2,845","263,738",53,"1,218,767","1,500"
23.03.23,"474,308","10,982","180,170","1,066","953,710","2,573","263,791",68,"1,220,267",735
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.03.22,"463,326","8,919","179,105","1,192","956,283","5,649","263,859",146,"1,221,002",866
23.03.21,"472,245","9,718","177,913",158,"950,634",992,"264,005",48,"1,221,868","3,338"
23.03.20,"462,527",728,"178,071","1,461","949,642","2,199","264,053",486,"1,218,530",188
23.03.17,"463,255",669,"176,609","1,126","951,841","3,566","264,539",53,"1,218,718","4,540"
23.03.16,"463,924","23,429","177,735","1,481","948,275","2,219","264,592",13,"1,223,258","1,302"
,,,,,,,,,,
23.03.15,"487,352","6,585","179,216","1,707","946,056","4,358","264,579",175,"1,221,956",902
23.03.14,"480,767","5,683","180,923",840,"941,698","8,161","264,754",58,"1,221,054",62
23.03.13,"475,085","8,170","181,763",218,"949,859","1,897","264,696",384,"1,220,992","1,628"
23.03.10,"483,254","15,553","181,544","2,082","951,756","8,733","265,080",51,"1,219,364","1,737"
23.03.09,"498,808","9,689","179,462","1,309","960,489","2,017","265,131",815,"1,221,101","5,381"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.03.08,"489,119","6,765","178,153","1,043","962,506","7,894","265,946",129,"1,215,720","1,323"
23.03.07,"495,885","12,606","177,110",277,"970,400","3,744","266,075",10,"1,217,043","1,749"
23.03.06,"483,278","26,814","176,833",726,"974,144","8,228","266,085",250,"1,218,792","1,896"
23.03.03,"456,465","28,798","176,108",340,"965,916",658,"265,835",12,"1,220,688","7,748"
23.03.02,"485,262","7,865","176,448",593,"965,258","1,282","265,847",348,"1,212,940",493
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.02.28,"477,398","3,572","175,855",529,"966,540","3,411","265,499",376,"1,212,447","9,574"
23.02.27,"473,826","7,176","175,326",36,"963,129","1,721","265,123",213,"1,222,021","1,725"
23.02.24,"466,650","2,128","175,362","1,769","964,850","1,800","265,336",779,"1,223,746","4,842"
23.02.23,"468,779","7,655","173,593","1,212","966,650","2,134","266,115",95,"1,228,588","1,808"
23.02.22,"476,434","14,435","172,381",570,"964,516","9,704","266,210",69,"1,226,780","2,659"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.02.21,"461,998","6,603","171,811","1,467","974,220","2,445","266,279",197,"1,224,121","2,423"
23.02.20,"468,601","9,735","170,344","1,042","971,775","2,445","266,476",205,"1,226,544","2,580"
23.02.17,"458,866","18,467","171,386","1,747","974,220","4,073","266,681",178,"1,223,964","1,046"
23.02.16,"477,332","2,962","169,639",472,"978,293","9,084","266,859","1,019","1,222,918","3,905"
23.02.15,"474,370","5,825","170,110",709,"969,209","5,006","265,840",271,"1,226,823","1,894"
,,,,,,,,,,
23.02.14,"480,195","3,942","169,401","1,482","974,215","3,242","266,111",154,"1,224,929",307
23.02.13,"476,254","5,412","167,919","1,770","970,973","4,284","265,957",199,"1,224,622",675
23.02.10,"470,842","7,781","166,148",723,"975,257","1,477","265,758",430,"1,225,297","1,705"
23.02.09,"478,623","11,350","165,426",844,"973,780","2,005","266,188",454,"1,223,592","1,564"
23.02.08,"467,273","14,337","164,582","1,731","975,785","7,419","266,642",180,"1,222,028","1,567"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.02.07,"481,610","7,808","162,851",226,"968,366","2,298","266,822",146,"1,220,461",559
23.02.06,"473,802","3,666","162,625",647,"966,068","3,866","266,968",516,"1,221,020","5,550"
23.02.03,"477,468","12,872","161,978",87,"969,934","6,098","267,484",371,"1,215,470","5,464"
23.02.02,"464,596","50,622","161,890",993,"963,836","3,745","267,855",41,"1,210,006",962
23.02.01,"515,218","22,468","160,897","1,593","960,091","5,228","267,814",115,"1,210,968","1,350"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.01.31,"492,749","21,514","159,304",156,"954,863","6,500","267,929",203,"1,209,618","4,912"
23.01.30,"471,236","1,056","159,459",52,"961,363","2,135","268,132",417,"1,214,530","7,188"
23.01.27,"472,292","14,618","159,408",337,"963,498","3,416","268,549","1,053","1,221,718",552
23.01.26,"457,675","7,410","159,745",142,"960,082","8,156","269,602",262,"1,222,270","2,537"
23.01.25,"450,264","8,665","159,887",105,"951,926","10,240","269,864",174,"1,219,733",906
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.01.20,"441,599","4,068","159,992",525,"941,686",896,"270,038",320,"1,218,827",593
23.01.19,"445,667","10,866","159,467",737,"942,582","2,108","270,358",146,"1,218,234",390
23.01.18,"456,533","4,077","158,729",241,"944,690",24,"270,504","1,938","1,218,624","2,959"
23.01.17,"452,456","3,661","158,489",63,"944,714","2,814","272,442",77,"1,215,665","3,449"
23.01.16,"456,117",108,"158,426",875,"947,528","3,091","272,519",196,"1,212,216","1,218"
,,,,,,,,,,
23.01.13,"456,009","3,553","157,551",87,"944,437","1,239","272,715",156,"1,210,998","12,399"
23.01.12,"452,457","8,930","157,638",857,"943,198","3,195","272,871",246,"1,198,599","2,419"
23.01.11,"443,526","6,599","156,781","1,034","940,003","5,177","273,117",229,"1,201,018","2,054"
23.01.10,"436,928","1,936","157,815",345,"934,826",720,"273,346",125,"1,198,964","1,198"
23.01.09,"438,864","2,614","158,160",551,"934,106","9,724","273,471",252,"1,197,766",959
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
23.01.06,"441,478","8,288","157,610",378,"924,382","1,015","273,723",244,"1,198,725","2,491"
23.01.05,"449,766","13,916","157,988","1,836","923,367",161,"273,967",97,"1,201,216","7,075"
23.01.04,"463,682","21,129","159,823","2,436","923,528","8,282","274,064",205,"1,194,141","1,364"
23.01.03,"484,811","23,529","162,260","1,590","915,246","2,407","274,269",303,"1,192,777","1,794"
23.01.02,"508,339","37,874","163,850",80,"917,653","4,164","273,966",218,"1,190,983",901
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.12.29,"470,465",621,"163,770","1,797","913,489","7,118","273,748",395,"1,191,884","7,065"
22.12.28,"469,844","12,662","165,567","1,705","920,607","6,305","274,143",426,"1,184,819","6,313"
22.12.27,"457,182","18,244","167,272",889,"926,912","2,378","274,569",3,"1,191,132","2,346"
22.12.26,"475,426","36,401","168,161","1,115","924,534",861,"274,566",432,"1,188,786","5,542"
22.12.23,"439,025","4,067","169,276",518,"923,673","8,804","274,998",553,"1,183,244",563
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.12.22,"443,092","10,097","169,794",764,"932,477","7,039","275,551",214,"1,183,807","11,231"
22.12.21,"453,189",445,"170,558",114,"925,438",63,"275,765",954,"1,195,038","2,217"
22.12.20,"453,634","2,317","170,445",382,"925,501","6,370","276,719",379,"1,197,255","2,599"
22.12.19,"451,317","9,872","170,827",979,"931,871","2,091","277,098",190,"1,194,656","2,341"
22.12.16,"461,188","9,050","169,848",382,"933,962","2,255","277,288","1,753","1,192,315",268
,,,,,,,,,,
22.12.15,"452,138","11,158","170,230",90,"936,217","4,898","279,041",351,"1,192,583","5,061"
22.12.14,"463,296","3,659","170,320",91,"941,115","6,497","279,392",124,"1,187,522",648
22.12.13,"459,637","3,668","170,230","1,351","934,618","1,503","279,516",150,"1,186,874","1,803"
22.12.12,"463,305","5,853","171,581",198,"933,115","1,328","279,666",393,"1,185,071","3,870"
22.12.09,"457,452","9,334","171,779",317,"934,443","4,594","280,059",75,"1,181,201","7,440"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.12.08,"466,786","6,691","172,096",199,"929,849","6,463","279,984",365,"1,188,641",464
22.12.07,"460,095","7,188","171,897",463,"936,312","13,622","280,349",264,"1,189,105","2,421"
22.12.06,"467,283","6,252","171,434","1,655","949,934","6,264","280,613",194,"1,186,684",50
22.12.05,"473,535","8,265","169,778",215,"956,198","7,007","280,807",273,"1,186,634","2,358"
22.12.02,"481,800","14,747","169,563",137,"963,205","8,447","281,080",195,"1,184,276","3,401"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.12.01,"496,547","29,801","169,426",436,"971,652","3,213","281,275",168,"1,180,875","1,706"
22.11.30,"466,746","15,633","169,862",550,"968,439","5,912","281,443",501,"1,179,169","7,426"
22.11.29,"482,378","10,234","169,312",489,"962,527","2,420","281,944",114,"1,186,595",451
22.11.28,"492,612","14,344","168,823",56,"964,947",481,"282,058",50,"1,187,046",902
22.11.25,"478,268",959,"168,767",29,"964,466","2,163","282,008",13,"1,187,948","1,338"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.11.24,"477,310","6,771","168,738",191,"966,629","5,759","281,995",247,"1,186,610","2,674"
22.11.23,"484,081","5,538","168,547",15,"960,870","3,536","282,242",207,"1,183,936",984
22.11.22,"478,543","5,630","168,563",5,"957,334","2,340","282,449",156,"1,184,920","14,592"
22.11.21,"484,173","12,703","168,567","1,327","959,674",513,"282,605",112,"1,199,512","2,413"
22.11.18,"496,876",641,"167,240","1,731","960,187","1,575","282,717",207,"1,201,925","7,837"
,,,,,,,,,,
22.11.17,"497,517","3,623","165,510","1,188","958,612","5,443","282,924",205,"1,194,088",493
22.11.16,"501,139","9,183","164,321","1,517","964,055",265,"283,129",345,"1,193,595","1,123"
22.11.15,"510,322","11,060","162,805",558,"963,790",287,"283,474",372,"1,192,472","1,022"
22.11.14,"499,262","9,175","163,363","1,447","964,077","1,053","283,846",670,"1,193,494","1,127"
22.11.11,"490,088","3,501","161,916",277,"963,024","14,291","284,516",177,"1,194,621",907
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.11.10,"493,589","18,235","161,639",483,"948,733","4,424","284,693",218,"1,193,714",259
22.11.09,"475,354","5,968","162,122",142,"953,157","3,338","284,911",305,"1,193,973","7,097"
22.11.08,"469,386","5,174","161,980",500,"949,819","3,976","285,216",412,"1,201,070","2,640"
