날짜,고객예탁금,,신용잔고,,펀드,,,,,
,,,,,주식형,,혼합형,,채권형,
22.09.15,"525,658","3,365","189,402","1,205","948,790","3,046","300,069",8,"1,274,062",785
22.09.14,"522,293","8,859","190,606",680,"945,744","9,193","300,077",120,"1,274,847","1,424"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.09.13,"513,434","3,609","191,286",67,"954,937","14,923","300,197",8,"1,273,423",585
22.09.08,"517,043","1,760","191,219",258,"940,014","5,175","300,189",624,"1,272,838","2,081"
22.09.07,"518,803","1,623","191,477","1,570","934,839","3,791","300,813",319,"1,274,919",534
22.09.06,"520,426","2,486","193,047",412,"938,630",209,"301,132",560,"1,275,453","3,259"
22.09.05,"522,912","24,214","193,459",705,"938,421","3,144","301,692",429,"1,278,712",425
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.09.02,"547,126","7,896","192,754",408,"941,565",22,"302,121",353,"1,279,137",87
22.09.01,"555,022","24,389","192,346",355,"941,587","7,584","302,474",486,"1,279,050",533
22.08.31,"530,633","11,009","191,991",597,"949,171",602,"302,960",487,"1,279,583","2,105"
22.08.30,"541,642","10,064","192,588",607,"948,569","2,100","303,447",152,"1,281,688",546
22.08.29,"551,706","9,056","191,981",397,"946,469","5,708","303,599",689,"1,281,142",118
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.08.26,"542,650",344,"191,585",60,"952,177","1,361","304,288",216,"1,281,024",464
22.08.25,"542,994","3,820","191,645","1,048","950,816","3,409","304,504",75,"1,281,488","2,651"
22.08.24,"546,814","1,537","192,692","1,090","947,407",36,"304,579","4,831","1,278,837","3,236"
22.08.23,"548,351",27,"193,783",142,"947,443","6,051","309,410",117,"1,282,073",787
22.08.22,"548,323","3,951","193,924",866,"953,494","5,895","309,527",201,"1,282,860","2,448"
,,,,,,,,,,
22.08.19,"552,274",22,"193,059",422,"959,389","2,498","309,728",300,"1,280,412",0
22.08.18,"552,252","7,784","192,637",391,"961,887","2,585","310,028",22,"1,280,412","2,584"
22.08.17,"560,036","9,462","192,247",579,"964,472","1,092","310,050",547,"1,277,828",978
22.08.16,"569,498","16,360","191,668",135,"965,564","4,416","310,597",166,"1,276,850",577
22.08.12,"553,138","5,264","191,803","1,185","961,148","1,314","310,763",231,"1,277,427",193
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.08.11,"547,873","7,066","190,619","1,186","959,834","4,876","310,994",304,"1,277,620","1,328"
22.08.10,"554,939","11,784","189,433","1,273","954,958","4,772","310,690",448,"1,276,292","1,081"
22.08.09,"543,155",812,"188,160","15,915","959,730","1,067","311,138",118,"1,275,211",637
22.08.08,"542,344","4,715","172,245","14,627","958,663","1,205","311,256",570,"1,275,848","1,787"
22.08.05,"537,629","14,098","186,872",57,"957,458","1,232","311,826",224,"1,274,061",427
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.08.04,"551,727","8,666","186,929","1,212","956,226","3,417","311,602",976,"1,274,488","2,009"
22.08.03,"560,393","9,294","185,717",717,"952,809","2,210","312,578",303,"1,272,479",786
22.08.02,"551,099","6,565","185,000",154,"950,599","1,184","312,881",18,"1,271,693","1,154"
22.08.01,"557,664","15,074","184,845",714,"951,783","2,143","312,863",795,"1,272,847","1,641"
22.07.29,"542,590","3,805","184,131",986,"949,640","4,339","313,658",256,"1,271,206",779
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.07.28,"538,785","7,859","183,145",808,"945,301","5,664","313,914",79,"1,271,985",30
22.07.27,"546,644","1,723","182,337",111,"939,637","1,683","313,993",61,"1,271,955","3,256"
22.07.26,"548,367","1,038","182,226",983,"941,320",215,"314,054",77,"1,268,699",524
22.07.25,"547,329","5,077","181,242",250,"941,535",247,"314,131",73,"1,269,223","1,312"
22.07.22,"552,406","8,318","180,992",959,"941,782",794,"314,058",223,"1,267,911","2,841"
,,,,,,,,,,
22.07.21,"560,724","25,802","180,033","1,313","942,576","4,522","314,281",125,"1,265,070",746
22.07.20,"534,922",37,"178,720",130,"938,054","6,200","314,406",778,"1,264,324",244
22.07.19,"534,959","13,584","178,590",801,"931,854","2,057","313,628",328,"1,264,568","1,241"
22.07.18,"548,543","3,756","177,789",714,"933,911","6,287","313,956",324,"1,265,809",944
22.07.15,"544,787","12,981","177,075",190,"927,624","3,093","314,280",279,"1,264,865","1,897"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.07.14,"557,767",177,"177,265",509,"924,531",549,"314,001",67,"1,262,968",453
22.07.13,"557,944","5,928","176,756","1,051","925,080","1,566","313,934",191,"1,263,421","1,013"
22.07.12,"552,016",307,"175,704",533,"923,514","4,118","314,125",296,"1,264,434","5,435"
22.07.11,"552,323","8,186","175,172",61,"927,632","1,667","313,829",249,"1,269,869","2,224"
22.07.08,"544,137","5,947","175,232","1,516","929,299","4,703","314,078",735,"1,267,645","1,573"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.07.07,"550,084","8,821","173,716",874,"924,596","5,302","314,813",634,"1,269,218","2,849"
22.07.06,"558,905","9,661","174,590","1,785","919,294","4,462","315,447",191,"1,266,369","1,685"
22.07.05,"549,244","27,449","176,375","1,701","923,756","9,006","315,638",91,"1,268,054","1,869"
22.07.04,"576,693","10,689","178,076",552,"914,750",259,"315,729",133,"1,269,923",181
22.07.01,"587,383","13,734","178,628","1,197","915,009","6,719","315,596",160,"1,270,104","2,001"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.06.30,"573,649",73,"177,431","1,138","921,728","7,747","315,436",66,"1,272,105","23,443"
22.06.29,"573,576","9,599","176,293",306,"929,475","9,082","315,370",96,"1,248,662","7,154"
22.06.28,"583,175","8,838","175,987","3,304","938,557","3,026","315,466",69,"1,255,816",128
22.06.27,"574,337","1,123","179,291","8,422","935,531","11,562","315,535",506,"1,255,944","6,346"
22.06.24,"575,460","5,571","187,712","3,292","923,969","9,955","316,041",433,"1,262,290","7,057"
,,,,,,,,,,
22.06.23,"569,889","5,943","191,004","3,141","914,014","4,338","316,474",375,"1,269,347",630
22.06.22,"563,946","5,676","194,145","3,210","918,352","2,384","316,849",625,"1,269,977",432
22.06.21,"569,621","2,434","197,355","1,723","920,736","5,638","317,474",765,"1,270,409","4,055"
22.06.20,"572,056",320,"199,079","3,284","915,098","2,519","316,709",475,"1,274,464","3,110"
22.06.17,"571,736","1,529","202,363","3,332","917,617","1,923","317,184",403,"1,277,574",663
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.06.16,"570,207","9,556","205,695","4,493","919,540","11,189","317,587",335,"1,278,237",371
22.06.15,"579,763","7,603","210,188","4,635","908,351","1,335","317,922",18,"1,278,608","1,279"
22.06.14,"587,366","3,444","214,823",121,"907,016","5,736","317,940",229,"1,279,887",459
22.06.13,"590,810","17,766","214,944",206,"912,752","13,602","318,169",56,"1,280,346",279
22.06.10,"573,044","3,313","215,150",717,"926,354","4,909","318,113",88,"1,280,625","1,702"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.06.09,"569,731","5,443","215,867",661,"931,263","4,849","318,201",77,"1,278,923","3,829"
22.06.08,"575,174","2,692","215,206",629,"936,112","5,756","318,124",202,"1,275,094","1,242"
22.06.07,"577,866","8,659","215,835","1,384","941,868","13,839","318,326",92,"1,273,852",491
22.06.03,"586,526","29,796","214,452",404,"955,707",974,"318,418",48,"1,274,343",985
22.06.02,"616,321","40,650","214,047",341,"954,733","1,692","318,466",68,"1,273,358",795
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.05.31,"575,671","7,808","214,388",552,"956,425","3,608","318,398",137,"1,274,153","11,957"
22.05.30,"583,480","1,355","214,940",155,"952,817","3,757","318,535",106,"1,286,110",449
22.05.27,"584,834","3,700","214,786",561,"949,060","4,237","318,641",33,"1,285,661","1,550"
22.05.26,"588,535","3,603","215,346",59,"944,823",191,"318,674",65,"1,284,111","7,743"
22.05.25,"592,138","1,463","215,406",774,"944,632","1,596","318,739",183,"1,291,854","2,728"
,,,,,,,,,,
22.05.24,"593,602","6,955","214,631",582,"943,036","5,650","318,922",108,"1,294,582",208
22.05.23,"586,646","9,370","215,213",190,"948,686",358,"319,030",37,"1,294,374","1,110"
22.05.20,"596,016","1,622","215,023",680,"948,328","5,652","318,993",518,"1,295,484",34
22.05.19,"597,638","5,733","214,343",348,"942,676","6,437","319,511",400,"1,295,518",679
22.05.18,"591,905","13,172","213,995",244,"949,113","5,116","319,911",138,"1,294,839",537
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.05.17,"605,077","14,187","213,751","1,824","943,997","2,348","320,049",378,"1,295,376",636
22.05.16,"590,890","8,775","215,575","1,678","941,649","3,395","320,427",313,"1,294,740","1,255"
22.05.13,"599,665","3,583","217,252",119,"938,254","8,609","320,114",423,"1,293,485",447
22.05.12,"603,248","4,210","217,133","1,909","929,645","6,819","320,537",338,"1,293,932",736
22.05.11,"599,038","16,818","219,043","2,392","936,464","1,872","320,875",211,"1,294,668","1,009"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.05.10,"615,856","2,207","221,435",710,"934,592","4,689","321,086",117,"1,295,677",244
22.05.09,"618,063","14,156","222,145",361,"939,281","4,919","321,203",359,"1,295,433","2,061"
22.05.06,"603,908","29,366","221,784",343,"944,200","8,006","321,562",242,"1,297,494","2,234"
22.05.04,"633,274","11,626","221,441",832,"952,206","1,584","321,804",102,"1,295,260",685
22.05.03,"621,648","3,657","220,608",274,"950,622","2,465","321,906",534,"1,294,575",991
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.05.02,"617,990","3,928","220,883",555,"948,157","3,726","322,440",534,"1,295,566",313
22.04.29,"614,062","15,167","221,438",334,"951,883","5,961","322,974",468,"1,295,253",429
22.04.28,"629,229","19,331","221,772",414,"945,922","2,890","323,442",153,"1,294,824",257
22.04.27,"648,560","7,177","222,186","1,244","943,032","8,263","323,595",183,"1,294,567","2,465"
22.04.26,"655,737","17,123","223,430",836,"951,295","3,295","323,778",16,"1,297,032","1,593"
,,,,,,,,,,
22.04.25,"638,614","10,014","222,594",217,"948,000","6,120","323,794",264,"1,295,439","1,548"
22.04.22,"628,601","11,114","222,811",665,"954,120","6,076","324,058",96,"1,296,987","1,323"
22.04.21,"617,487","13,475","222,146",167,"960,196",531,"324,154",724,"1,295,664","1,082"
22.04.20,"604,011","6,676","222,313",172,"959,665",375,"324,878",195,"1,296,746","1,120"
22.04.19,"610,687","14,032","222,486",732,"960,040","2,760","325,073",478,"1,297,866",265
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.04.18,"624,719","6,747","221,754",892,"957,280",954,"325,551",384,"1,298,131",344
22.04.15,"617,973","9,167","220,862",46,"956,326","3,272","325,935",926,"1,297,787","2,457"
22.04.14,"627,140","11,363","220,909",885,"959,598",193,"326,861",114,"1,295,330","3,111"
22.04.13,"615,778","4,904","221,794",190,"959,405","8,710","326,975",190,"1,298,441","2,776"
22.04.12,"620,682","4,322","221,604",534,"950,695","4,554","327,165",195,"1,301,217","1,080"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.04.11,"616,360","2,568","222,138",15,"955,249","5,353","327,360",327,"1,302,297",749
22.04.08,"618,928","17,740","222,123",734,"960,602","2,562","327,687",268,"1,301,548","1,349"
22.04.07,"636,668","11,843","221,389",716,"958,040","5,576","327,955",193,"1,300,199","1,484"
22.04.06,"624,825","2,375","220,673",293,"963,616","4,392","328,148",391,"1,298,715","2,443"
22.04.05,"622,450","36,053","220,380","1,167","968,008","3,506","328,539",32,"1,301,158","2,268"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.04.04,"658,503","9,548","219,213",221,"964,502","3,071","328,571",608,"1,303,426","2,694"
22.04.01,"668,051","35,225","218,992",280,"961,431","1,484","329,179",145,"1,300,732",29
22.03.31,"632,826","4,619","219,272",266,"962,915","5,123","329,324",93,"1,300,703","8,221"
22.03.30,"628,207","3,703","219,538",882,"957,792","4,602","329,417",145,"1,308,924","9,603"
22.03.29,"631,911","6,653","218,656",985,"953,190","2,105","329,562",49,"1,318,527","10,126"
,,,,,,,,,,
22.03.28,"638,564","8,792","217,671","1,440","951,085",303,"329,513",28,"1,328,653",150
22.03.25,"629,772","3,651","216,231",578,"950,782","3,146","329,485",443,"1,328,503","1,332"
22.03.24,"633,422","17,571","215,653",227,"947,636",739,"329,042",256,"1,329,835",472
22.03.23,"615,851","7,435","215,426","1,280","946,897","3,083","329,298",4,"1,330,307","2,684"
22.03.22,"623,286","4,580","214,146",927,"943,814","3,887","329,294",228,"1,327,623",438
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.03.21,"627,866","13,374","213,219",513,"939,927","1,821","329,522",1,"1,328,061",456
22.03.18,"614,492","3,853","213,732",99,"941,748","2,210","329,521",85,"1,328,517","3,432"
22.03.17,"610,639",922,"213,633",693,"939,538","7,645","329,606",57,"1,325,085","1,069"
22.03.16,"609,717","17,402","214,325","1,120","931,893","7,015","329,663",141,"1,324,016",862
22.03.15,"627,119","3,021","213,206","1,209","924,878","6,203","329,522",15,"1,324,878","1,241"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.03.14,"630,140","5,131","211,997",767,"931,081","1,404","329,507",27,"1,323,637","1,220"
22.03.11,"625,009","6,363","212,764",591,"932,485","5,049","329,480",65,"1,322,417",320
22.03.10,"631,372","12,460","213,355",622,"937,534","6,143","329,415",25,"1,322,737",524
22.03.08,"643,832","14,797","212,732","2,860","931,391","6,189","329,390",139,"1,322,213",57
22.03.07,"658,629","28,260","209,872","1,139","937,580","7,949","329,529",284,"1,322,156",344
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.03.04,"630,369","12,260","208,733","1,506","945,529","7,016","329,245",265,"1,321,812",533
22.03.03,"642,629",999,"207,228",169,"952,545","7,849","329,510",97,"1,321,279",552
22.03.02,"643,628","9,374","207,059",757,"944,696",586,"329,607",147,"1,321,831",59
22.02.28,"634,254","15,676","207,816",625,"945,282","5,459","329,460",88,"1,321,772","2,381"
22.02.25,"649,930","2,804","208,441",737,"939,823","7,122","329,372",19,"1,319,391",705
,,,,,,,,,,
22.02.24,"652,733","21,307","207,704",113,"932,701","11,658","329,391",561,"1,320,096","2,032"
22.02.23,"631,427","5,606","207,817",969,"944,359",111,"328,830",44,"1,318,064","2,490"
22.02.22,"637,032","12,301","206,847",706,"944,470","3,386","328,874",117,"1,315,574",500
22.02.21,"624,731",274,"206,141",120,"947,856","2,770","328,991",138,"1,315,074",34
22.02.18,"625,005","8,943","206,261",737,"950,626","2,025","329,129",135,"1,315,040","1,132"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.02.17,"633,948",903,"206,997","3,182","952,651","3,688","328,994",202,"1,313,908","1,042"
22.02.16,"634,851","10,734","210,179","3,053","948,963","10,904","329,196",389,"1,312,866","2,296"
22.02.15,"645,584","9,039","213,232","1,621","938,059","3,334","329,585",318,"1,310,570","1,641"
22.02.14,"654,623","13,613","214,854",364,"941,393","10,209","329,903",108,"1,308,929",277
22.02.11,"641,011","4,051","214,489",445,"951,602","3,946","330,011",511,"1,309,206",271
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.02.10,"636,959","3,056","214,044",285,"955,548","2,197","330,522",263,"1,308,935",45
22.02.09,"640,015","26,288","213,759","2,494","953,351","6,631","330,785",856,"1,308,980","2,015"
22.02.08,"666,303","1,794","211,265","1,755","946,720","1,365","331,641",449,"1,306,965","1,510"
22.02.07,"668,097","1,439","209,510",152,"948,085","1,267","332,090",180,"1,305,455",613
22.02.04,"666,658","20,440","209,358","2,978","946,818","2,085","332,270",933,"1,306,068","1,078"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.02.03,"687,099","16,349","212,336","3,379","944,733","12,236","333,203","1,546","1,304,990","2,618"
22.01.28,"703,447","47,626","215,715","3,270","932,497","10,519","334,749","2,292","1,302,372","3,185"
22.01.27,"751,073","36,400","218,984","5,239","921,978","11,695","337,041",410,"1,305,557",376
22.01.26,"714,673","19,217","224,224","2,710","933,673","1,950","336,631",900,"1,305,181","2,018"
22.01.25,"695,456","18,507","226,934","1,189","931,723","8,509","335,731",927,"1,307,199","2,173"
,,,,,,,,,,
22.01.24,"713,963","26,447","228,123",359,"940,232","4,498","334,804","1,112","1,309,372",536
22.01.21,"740,410","202,354","228,482","2,273","944,730","4,333","333,692",121,"1,309,908",542
22.01.20,"538,056","2,144","230,755","2,570","949,063","4,067","333,571",223,"1,310,450",920
22.01.19,"540,200","163,662","233,325","1,347","944,996","4,406","333,348",181,"1,309,530","1,497"
22.01.18,"703,863","38,726","234,671",80,"949,402","2,031","333,167",138,"1,308,033","1,092"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.01.17,"742,589","89,188","234,591",813,"951,433",129,"333,029","1,911","1,306,941",923
22.01.14,"653,401","12,447","233,778",198,"951,562","6,527","334,940",13,"1,307,864","1,240"
22.01.13,"640,954","5,079","233,976","1,522","958,089",693,"334,953",182,"1,309,104",14
22.01.12,"646,033",609,"235,498","1,361","958,782","8,976","334,771",264,"1,309,090","1,210"
22.01.11,"646,643","2,317","234,136",121,"949,806",433,"334,507","1,310","1,307,880","1,650"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.01.10,"644,325","7,722","234,258","2,809","949,373","2,976","333,197","7,463","1,309,530",510
22.01.07,"652,047","21,517","237,066",996,"952,349","5,364","325,734","2,595","1,310,040","2,087"
22.01.06,"673,564","16,298","236,070","2,090","946,985","5,837","323,139","3,464","1,312,127","4,048"
22.01.05,"689,861","24,159","233,980",929,"952,822","5,832","319,675","3,396","1,308,079",207
22.01.04,"665,702","51,625","233,051",966,"958,654","1,301","316,279","2,533","1,307,872","6,200"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
22.01.03,"717,328","20,793","232,085","2,425","957,353","1,658","313,746","1,326","1,301,672","2,664"
21.12.30,"696,535","16,519","229,660",650,"959,011",922,"312,420",98,"1,299,008","1,083"
21.12.29,"680,015","18,005","230,310",530,"959,933","2,764","312,322",291,"1,297,925","3,245"
21.12.28,"662,010","17,297","229,780",408,"957,169","9,015","312,613",101,"1,301,170","1,174"
21.12.27,"644,713","16,954","230,188",356,"948,154","1,284","312,714",311,"1,299,996","1,166"
,,,,,,,,,,
21.12.24,"627,758","5,704","230,544",188,"946,870","3,712","313,025",203,"1,301,162","1,623"
21.12.23,"633,463","11,425","230,732",430,"943,158","4,718","313,228",212,"1,299,539",747
21.12.22,"622,037","12,728","231,162",208,"938,440","5,454","313,016",196,"1,298,792","6,853"
21.12.21,"634,766",424,"230,954",599,"932,986","1,709","313,212",616,"1,291,939","7,181"
21.12.20,"635,190","6,782","231,554",566,"931,277","4,364","312,596",6,"1,284,758","1,973"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.12.17,"628,408","7,552","230,988",638,"935,641","3,549","312,590",230,"1,282,785","1,310"
21.12.16,"635,959",338,"230,350",345,"932,092","8,048","312,360",199,"1,281,475","2,913"
21.12.15,"635,622","5,004","230,005",313,"924,044","3,229","312,559",218,"1,278,562",354
21.12.14,"640,625","4,148","229,692","1,848","920,815","3,032","312,341",501,"1,278,916","1,342"
21.12.13,"644,773","9,489","227,844",550,"923,847","4,467","311,840","1,172","1,277,574","3,374"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.12.10,"635,284",200,"227,294",426,"919,380","3,111","310,668",296,"1,280,948","3,436"
21.12.09,"635,484","5,091","226,868",945,"922,491",454,"310,372",336,"1,284,384",271
21.12.08,"630,393","14,164","225,923","1,537","922,945","3,304","310,708",106,"1,284,655","1,816"
21.12.07,"644,556","1,767","224,387",563,"926,249","2,298","310,814",61,"1,282,839",639
21.12.06,"642,789",345,"223,823",632,"923,951","1,610","310,875",150,"1,283,478","2,497"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.12.03,"642,444","30,353","224,455","1,909","922,341","4,189","311,025",178,"1,285,975","3,339"
21.12.02,"672,797","1,135","226,364","3,712","918,152","1,450","311,203",100,"1,282,636",717
21.12.01,"673,933","14,109","230,076","3,000","916,702","9,134","311,103",6,"1,283,353","2,670"
21.11.30,"659,824","10,284","233,076","2,205","907,568","4,965","311,097",849,"1,286,023","1,184"
21.11.29,"670,108","21,063","235,280",492,"912,533","3,995","310,248",168,"1,287,207",507
,,,,,,,,,,
21.11.26,"649,045","7,280","234,788","1,080","916,528","3,009","310,080",123,"1,287,714","3,965"
21.11.25,"641,765","4,935","233,708",888,"919,537",981,"309,957",31,"1,291,679",594
21.11.24,"646,700","5,754","234,596","1,210","920,518","2,561","309,988",209,"1,292,273","1,779"
21.11.23,"652,454","1,490","235,806",289,"917,957","3,071","310,197",108,"1,294,052",142
21.11.22,"650,964","9,844","236,095",523,"921,028","4,603","310,305",480,"1,294,194","4,765"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.11.19,"660,808","2,739","235,573",785,"916,425","3,973","310,785",71,"1,298,959",607
21.11.18,"663,547","4,596","234,788",931,"912,452",165,"310,856",945,"1,299,566",124
21.11.17,"668,143","4,323","233,857",575,"912,617",773,"311,801",226,"1,299,690","2,037"
21.11.16,"663,820","21,908","233,282",858,"911,844","1,384","312,027",214,"1,301,727",963
21.11.15,"641,912","6,599","234,140","1,249","910,460","3,913","312,241",421,"1,302,690","1,361"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.11.12,"635,313","35,439","235,389","1,395","906,547","6,667","312,662","2,361","1,304,051",130
21.11.11,"670,751","24,188","236,784",725,"899,880",38,"315,023",600,"1,303,921","3,321"
21.11.10,"646,563","8,015","237,509",125,"899,842","4,881","315,623",596,"1,307,242",726
21.11.09,"654,578","3,759","237,383",424,"904,723","1,772","316,219",305,"1,306,516","2,322"
21.11.08,"658,337","8,237","237,807","1,370","902,951",260,"316,524",357,"1,304,194","2,523"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.11.05,"650,100","21,104","239,177","1,345","902,691","1,916","316,881",325,"1,306,717","2,549"
21.11.04,"671,204","31,796","237,831",225,"904,607","5,500","317,206",506,"1,309,266","1,966"
21.11.03,"639,407","5,046","238,057","1,022","899,107","1,587","317,712",92,"1,311,232","4,184"
21.11.02,"634,361","34,120","239,079",62,"900,694","5,729","317,620",332,"1,315,416","1,309"
21.11.01,"668,482","1,176","239,141",57,"894,965","1,601","317,288",4,"1,316,725","1,280"
,,,,,,,,,,
21.10.29,"667,305","12,165","239,198","1,281","893,364",991,"317,284",341,"1,318,005",772
21.10.28,"679,471","2,916","237,917",322,"894,355","3,954","316,943",183,"1,317,233","2,252"
21.10.27,"676,554","26,626","237,595",640,"890,401","1,083","316,760",48,"1,319,485",879
21.10.26,"649,928","15,366","236,955",74,"891,484","8,326","316,808","1,290","1,318,606","1,872"
21.10.25,"634,563","8,827","237,029",211,"883,158","4,047","318,098",211,"1,320,478","2,431"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.10.22,"643,390","22,140","236,818",954,"879,111","1,122","317,887",141,"1,322,909",796
21.10.21,"665,530","9,361","235,864","1,100","877,989",243,"317,746",426,"1,322,113","1,460"
21.10.20,"656,169","22,418","234,764","1,803","877,746","1,212","318,172","1,106","1,323,573",839
21.10.19,"678,587","8,768","232,962","1,783","878,958","3,884","317,066",170,"1,324,412","2,499"
21.10.18,"669,819","8,608","231,179","1,536","875,074","1,769","317,236",206,"1,321,913","3,213"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.10.15,"678,426","22,929","229,643",137,"873,305","6,530","317,030",24,"1,318,700",541
21.10.14,"655,498","4,111","229,506","1,599","866,775","7,848","317,006",52,"1,319,241","1,349"
21.10.13,"651,386","19,273","227,907",872,"858,927","3,137","317,058",139,"1,320,590","1,218"
21.10.12,"670,659","8,443","227,035","2,331","855,790",163,"316,919",310,"1,319,372",417
21.10.08,"662,217","14,388","229,366","6,044","855,953","2,752","317,229",251,"1,319,789",220
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.10.07,"676,605","24,237","235,410","4,517","853,201","5,516","317,480",348,"1,320,009","2,093"
21.10.06,"700,842","7,952","239,927","3,780","847,685","3,502","317,828",112,"1,322,102","3,878"
21.10.05,"708,794","11,047","243,706","1,039","851,187","5,571","317,940",145,"1,318,224",727
21.10.01,"697,746","14,283","244,745","2,463","856,758",13,"318,085",230,"1,317,497","3,311"
21.09.30,"683,463","13,935","247,208","1,479","856,771","2,037","317,855",208,"1,314,186","1,143"
,,,,,,,,,,
21.09.28,"684,443","1,776","249,263","1,005","856,144","5,576","317,578",28,"1,314,225","1,574"
21.09.27,"686,219","7,990","250,269","1,392","861,720","4,428","317,606",246,"1,312,651","1,101"
21.09.24,"678,228","16,654","251,661",682,"857,292","3,225","317,360",84,"1,311,550",733
21.09.23,"694,882","1,256","252,343",297,"854,067",760,"317,276",817,"1,312,283","3,439"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.09.17,"693,626","4,452","252,639",767,"854,827","1,808","318,093",11,"1,315,722","4,009"
21.09.16,"689,174","32,938","253,406",700,"853,019",276,"318,082","1,350","1,311,713",710
21.09.15,"656,237","29,322","254,106",609,"852,743",365,"316,732",699,"1,312,423","2,295"
21.09.14,"685,558","18,556","254,715",627,"853,108","1,766","316,033",828,"1,314,718",907
21.09.13,"704,114","29,305","255,342",795,"851,342","2,142","315,205",309,"1,315,625","1,480"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.09.10,"733,419","123,391","254,547",25,"849,200","1,749","314,896",333,"1,317,105","1,542"
21.09.09,"610,028",904,"254,572","1,601","850,949","6,721","314,563",128,"1,318,647",23
21.09.08,"610,932","82,939","252,971",562,"857,670","3,604","314,435",127,"1,318,624","4,302"
21.09.07,"693,871","2,035","252,410",477,"861,274",902,"314,308",201,"1,322,926",478
21.09.06,"695,906","1,596","251,933","1,696","862,176","1,852","314,107",262,"1,323,404",791
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.09.03,"697,502","1,111","250,237","1,170","860,324","3,754","313,845",118,"1,322,613","1,216"
21.09.02,"696,391","22,228","249,067",136,"856,570","2,616","313,727",959,"1,321,397","3,171"
21.09.01,"674,163","21,789","249,203","1,180","859,186",30,"314,686",458,"1,318,226","6,808"
21.08.31,"695,953","11,316","248,022","1,016","859,216","7,827","314,228",245,"1,311,418","2,523"
21.08.30,"707,269","5,574","247,006","1,409","851,389","1,307","313,983",468,"1,313,941",86
,,,,,,,,,,
21.08.27,"712,843","70,893","245,597","2,126","850,082",278,"313,515",112,"1,313,855","2,523"
21.08.26,"641,950","6,093","243,472",36,"849,804",397,"313,403",745,"1,311,332",47
21.08.25,"635,856","52,582","243,436","1,272","849,407","5,550","312,658",371,"1,311,379",432
21.08.24,"688,438","5,457","244,708","4,808","843,857","5,898","312,287",147,"1,311,811","2,250"
21.08.23,"693,895","2,605","249,516","1,341","837,959","6,064","312,140",453,"1,314,061",975
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
21.08.20,"696,500","2,262","250,857","1,702","831,895",125,"311,687",159,"1,315,036",776
21.08.19,"698,762","9,616","252,559","2,455","832,020","5,617","311,846",207,"1,315,812","1,903"
21.08.18,"708,378","7,148","255,014","1,447","837,637","2,456","311,639",181,"1,317,715","1,592"
21.08.17,"701,230","18,638","253,568","3,747","835,181","3,984","311,458",590,"1,319,307",130
21.08.13,"719,869","22,147","249,821","1,363","839,165",803,"310,868",99,"1,319,177","2,037"
